1172.6160,-1323.3730,15.4031,1934.1599,-1525.9575,499.19,1,State,General Hospital,1,1,-1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
2347.8733,-1047.1437,53.8432,1.7654,-3.1101,999.4284,2,na,Caravan,0,1000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
-75.9778,-1580.9985,3.4375,1.7654,-3.1101,999.4284,2,na,Caravan,0,1000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
2192.394042,-1814.880737,13.546895,243.717498,304.961395,999.148376,1,na,Motel,0,3000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
2185.802490,-1814.880737,13.546896,243.717498,304.961395,999.148376,1,na,Motel,0,3000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
2176.278808,-1814.880737,13.546897,243.717498,304.961395,999.148376,1,na,Motel,0,3000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
992.6141,-1817.6292,13.8941,266.7551,305.0124,999.1484,2,na,Apartment,0,8000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
980.9091,-1814.8113,13.8888,266.7551,305.0124,999.1484,2,na,Apartment,0,8000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
2068.3977,-1588.8356,13.4908,299.8377,310.1983,1003.3047,4,na,Basement,0,10000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
2076.1409,-1588.4302,13.4909,299.8377,310.1983,1003.3047,4,na,Basement,0,10000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
2065.4043,-1583.4457,13.4813,299.8377,310.1983,1003.3047,4,na,Basement,0,10000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
2232.5791,-1785.7175,13.5601,2283,-1140,1050.9,11,na,Social housing,0,12000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
1877.5692,-2000.9053,13.5469,2283,-1140,1050.9,11,na,Social housing,0,12000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
2333.5215,-1943.4183,14.9688,2283,-1140,1050.9,11,na,Social housing,0,12000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
2015.3479,-1732.6138,14.2344,223.1326,1287.0762,1082.1406,1,na,Low class,0,20000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
2016.2007,-1717.0048,14.1250,223.1326,1287.0762,1082.1406,1,na,Low class,0,20000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
2018.2432,-1703.2915,14.2344,223.1326,1287.0762,1082.1406,1,na,Low class,0,20000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
2470.0471,-1295.4886,30.2332,223.1326,1287.0762,1082.1406,1,na,Low class,0,20000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
2495.3472,-1691.1401,14.7656,2495.9795,-1692.0850,1014.7422,3,na,Middle class,0,40000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
791.4587,-1753.3368,13.4575,2365.2146,-1135.5975,1050.8826,8,na,Detached,0,50000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
1497.0482,-687.8921,95.5633,2324.3562,-1149.4403,1050.7101,12,na,Mansion,0,90000,-1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
