0,LS 51,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 52,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 53,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 54,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 55,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 56,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 57,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 58,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 59,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 60,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 61,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 62,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 63,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 64,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 65,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 66,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 67,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 68,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 69,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 70,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 71,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 72,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 73,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 74,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 75,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 76,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 77,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 78,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 79,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
0,LS 80,0,0.0,0.0,0.0,0.0,0,0,na,0,5,0,1,1,0,0,0
